Invalid movement type.,نقل و حرکت کی غلط قسم
Invalid or already used coupon code,غلط یا پہلے سے استعمال شدہ کوپن کوڈ
Invalid or expired coupon code,غلط یا میعاد ختم ہونے والا کوپن کوڈ
Invalid payload for cash movement.,کیش موومنٹ کے لیے غلط پے لوڈ
Invalid posting date.,پوسٹنگ کی غلط تاریخ
Invalid {0} filter,غلط {0} فلٹر
Invoice,رسید
Invoice Amount,رسید کی رقم
Invoice Currency,رسید کی کرنسی
Invoice details,رسیدکی تفصیلات
Invoice name is required for update,اپ ڈیٹ کے لیے رسید کا نام درکار ہے
Invoice {0} Deleted,رسید {0} حذف کر دیا گیا
Invoice {0} does not exist,رسید {0} موجود نہیں ہے
Invoice {0} not found,رسید {0} نہیں ملا
Item,آئٹم
Item Code,آئٹم کوڈ
Item Code and Price List are required,آئٹم کوڈ اور قیمت کی فہرست درکار ہے
Item Code is required,آئٹم کوڈ درکار ہے
Item Discounts,آئٹم کی رعایت
Item Group,آئٹم گروپ
Item Price,آئٹم کی قیمت
Item Price has been added or updated,آئٹم کی قیمت شامل یا اپ ڈیٹ کر دی گئی ہے
Item Rate Should Less Then,آئٹم کی شرح پھر کم ہونی چاہیے
Item code digits,آئٹم کوڈ کے ہندسے
Item code is required.,آئٹم کوڈ درکار ہے
Item code starting position,آئٹم کوڈ شروع کرنے کی پوزیشن
Item {0} was not in the original invoice {1},آئٹم {0} اصل انوائس میں نہیں تھا {1}
"Item {0}: Cannot return {1} units. Only {2} units remaining for return (Original: {3}, Already returned: {4})",آئٹم {0}: {1} یونٹس واپس نہیں کر سکتے۔ واپسی کے لیے صرف {2} اکائیاں باقی ہیں (اصل: {3}، پہلے ہی واپس آ چکے ہیں: {4})
"Item {0}: Cannot return {1}, maximum returnable is {2}",آئٹم {0}: {1} کو واپس نہیں کیا جا سکتا، زیادہ سے زیادہ قابل واپسی ہے {2}
Item {0}: Discount {1}% exceeds maximum allowed {2}%,آئٹم {0}: رعایت {1}% زیادہ سے زیادہ اجازت شدہ {2}% سے زیادہ ہے
Item {0}: Quantity must be greater than zero,آئٹم {0}: مقدار صفر سے زیادہ ہونی چاہیے
Item {0}: Rate cannot be negative,آئٹم {0}: شرح منفی نہیں ہو سکتی
Items,اشیاء
Journal Entry,جرنل انٹری
Journal Entry {0} has no unallocated amount remaining.,جرنل انٹری {0} میں کوئی غیر مختص رقم باقی نہیں ہے
Label,لیبل
Label Size,لیبل کا سائز
Large (60×40mm),بڑا (60×40mm)
Linked Invoices,منسلک رسیدیں
Loading in-transit stock...,ٹرانزٹ اسٹاک لوڈ ہو رہا ہے...
Loading pending orders...,زیر التواء آرڈرز لوڈ ہو رہے ہیں...
Loading suppliers...,سپلائرز لوڈ ہو رہے ہیں...
Loyalty,وفاداری
Loyalty Information,وفاداری کی معلومات
Loyalty Point,لائلٹی پوائنٹ
Loyalty Point Scheme,لائلٹی پوائنٹ سکیم
Loyalty Points,لائلٹی پوائنٹس
Loyalty Points Redeemed,لائلٹی پوائنٹس کو چھڑا لیا گیا
Loyalty Program,لائلٹی پروگرام
Loyalty Program is required,لائلٹی پروگرام درکار ہے
Loyalty Program {0} not found,لائلٹی پروگرام {0} نہیں ملا
Manage loyalty for,کے لیے وفاداری کا انتظام کریں
Material transfers awaiting receipt at your warehouse,مواد کی منتقلی آپ کے گودام میں رسید کے منتظر ہے
Max Amount,زیادہ سے زیادہ رقم
Max Quantity,زیادہ سے زیادہ مقدار
Maximum Use,زیادہ سے زیادہ استعمال
Medium (50×30mm),درمیانہ (50×30mm)
Method,طریقہ
Min Amount,کم سے کم رقم
Min Quantity,کم سے کم مقدار
Missing Dependency,لاپتہ انحصار
Mobile,موبائل
Mobile NO,موبائل نمبر
Mode Of Payment,ادائیگی کا طریقہ
Mode of Payment,ادائیگی کا طریقہ
Mode of Payments,ادائیگیوں کا طریقہ
Modes of Payment,ادائیگی کے طریقے
Movement Type,حرکت کی قسم
Movement Type must be Expense or Deposit.,نقل و حرکت کی قسم خرچ یا جمع ہونا ضروری ہے
Net Total,خالص کل
No allocation made for credit note {0},کریڈٹ نوٹ کے لیے کوئی مختص نہیں کیا گیا {0}
No allocation made for payment {0},ادائیگی کے لیے کوئی مختص نہیں کیا گیا {0}
No allocation was recorded for Credit Note {0}.,کریڈٹ نوٹ {0} کے لیے کوئی مختص ریکارڈ نہیں کیا گیا
No allocation was recorded for Journal Entry {0}.,جرنل انٹری {0} کے لیے کوئی مختص ریکارڈ نہیں کیا گیا
No allocation was recorded for Payment Entry {0}.,ادائیگی کے اندراج کے لیے کوئی مختص ریکارڈ نہیں کیا گیا {0}
No allocations were made.,کوئی رقم مختص نہیں کی گئی
No batches available in {0} for {1}.,{1} کے لیے {0} میں کوئی بیچ دستیاب نہیں
No draft invoices found,کوئی مسودہ رسید نہیں ملا
No groups found,کوئی گروپ نہیں ملا
No in-transit stock,کوئی ان ٹرانزٹ اسٹاک نہیں ہے
No items found,کوئی آئٹمز نہیں ملے
No items in cart to save.,محفوظ کرنے کے لیے کارٹ میں کوئی آئٹم نہیں ہے
No items selected,کوئی آئٹمز منتخب نہیں کیے گئے
No items to invoice. Please ensure there are items on the Purchase Order.,انوائس کے لیے کوئی آئٹمز نہیں۔ براہ کرم یقینی بنائیں کہ پرچیز آرڈر پر آئٹمز موجود ہیں
No items to receive.,وصول کرنے کے لیے کوئی آئٹمز نہیں
No items to receive. Please enter received quantities.,وصول کرنے کے لیے کوئی آئٹمز نہیں۔ براہ کرم موصول شدہ مقدار درج کریں
No items to return.,واپس کرنے کے لیے کوئی آئٹمز نہیں
No loyalty programs available,کوئی لائلٹی پروگرام دستیاب نہیں ہے
No matches found,کوئی مماثلت نہیں ملی
No material transfers pending receipt,کوئی مادی منتقلی زیر التواء رسید نہیں ہے
No open shift found. Please open a shift first.,کوئی کھلی شفٹ نہیں ملی۔ براہ کرم پہلے ایک شفٹ کھولیں
No orders found,کوئی آرڈر نہیں ملا
No outstanding invoices available for allocation of credit note {0},کریڈٹ نوٹ کی مختص کرنے کے لیے کوئی بقایا رسیدیں دستیاب نہیں ہیں {0}
No outstanding invoices available for allocation of payment {0},ادائیگی کے لیے کوئی بقایا رسیدیں دستیاب نہیں ہیں {0}
No outstanding invoices were available to reconcile Credit Note {0}.,
No outstanding invoices were available to reconcile Journal Entry {0}.,
No outstanding invoices were available to reconcile Payment Entry {0}.,
No outstanding invoices were found for {0}.,
No pending stock,
"No query filters. Click \""Add Filter\"" to add one.",
No suppliers found,
No unallocated payments were available for reconciliation.,
No valid batches available in {0} for {1}.,
No valid items to receive.,
No valid items to return.,
Not Enrolled,
Number of decimal places encoded for the price.,
Number of digits representing the price before decimal places.,
Numpad,
Offer,
Offer Applied,
Offer Name,
Offers &amp; Coupons,
Offline,آف لائن
Only One Use Per Customer,
Only cancelled POS Cash Movement records can be deleted.,
Only cancelled cash movements can be deleted.,
Only draft Quotations can be updated,
Only draft Sales Orders can be updated,
Only draft invoices can be deleted,
Only draft invoices can be updated,
Only draft invoices can be updated and submitted,
Only submitted cash movements can be cancelled.,
Only submitted or cancelled cash movements can be duplicated.,
Only the shift owner can create cash movement entries.,
Open,کھولیں
Opening,افتتاحی
Opening Amount,افتتاحی رقم
Opening Balance Details,بیلنس کی تفصیلات کھولنا
Order History,
Order only,
Order saved as draft,
Orders,احکامات
Original invoice {0} not found,
Out of Stock,زخیرے سے باہر
Outgoing Stock Entry is required.,
POS,پی او ایس
POS Allowed Expense Account,
POS Allowed Source Account,
POS Cash Movement,
POS Closing Shift,
POS Closing Shift Detail,
POS Closing Shift Taxes,
POS Closing Shift {} against {} between selected period,
POS Coupon,
POS Coupon Detail,
POS Expense,
POS Expense is disabled for this POS Profile.,
POS Invoice,پوزیشن انوائس
POS Offer,
POS Offer Detail,
POS Offer is disabled.,
POS Opening Shift,
POS Opening Shift Detail,
POS Opening Shift is required,
POS Opening Shift is required to compute the overview.,
POS Opening Shift is required.,
POS Opening Shift must be submitted and open.,
POS Opening Shift not found.,
POS Opening Shift {0} is not for the same POS Profile,
POS Opening Shift {0} is not for the same company,
POS Payment Entry Reference,
POS Payments,
POS Print Format Rule,
POS Profile,پی او ایس پروفائل
POS Profile company must match active POS Opening Shift company.,
POS Profile is not set. Please close and reopen the shift.,
POS Profile is required,
POS Profile is required to create purchase documents.,
POS Profile is required.,
POS Profile must match the active POS Opening Shift profile.,
POS Profile must match the selected POS Opening Shift profile.,
POS Profile {} does not belongs to company {},POS پروفائل {company کمپنی سے تعلق نہیں رکھتا ہے {}
"POS Profile, Customer, and Items are required",
POS Profiles,
POS Sales Person Filter,
POS Shift {0} is not open,
POS Transactions,POS لین دین
POS credit redemption for Sales Invoice {0},
POS expense recorded,
POS profile data is missing or invalid.,
Password,پاس ورڈ
Pay {0},
Payment,ادائیگی
Payment Entry,ادائیگی انٹری
Payment Entry is already created or payment account is not matched,
Payment Entry {0} has no unallocated amount remaining.,
Payment Gateway Account not found,
Payment Reconciliation,ادائیگی مصالحتی
Payment Request for {0},{0} کے لئے ادائیگی کی درخواست
Payment amount cannot be less than or equal to 0,ادائیگی کی رقم 0 سے کم یا اس کے برابر نہیں ہوسکتی ہے
Payment amount must be greater than zero,
Payment {0} is already fully allocated,
Payments,ادائیگی
Pending,زیر غور
Period End Date,مدت ختم ہونے کی تاریخ
Period Start Date,مدت کی تاریخ شروع
Phone number,
Please enter the phone number first,براہ کرم پہلے فون نمبر درج کریں
Please select Coupon Code Based POS Offer.,
Please select a customer before adding items to the cart,برائے مہربانی اشیا کو ٹوکری میں ڈالنے سے پہلے خریدار منتخب کریں
Please select a customer before holding the order.,
Please select the correct POS Offer with the same company.,
Please select the customer.,براہ کرم گاہک کو منتخب کریں۔
Please set Default Payable Account in Company {0},
Please set default account for Mode of Payment {0} in company {1},
Point of Sale System,
Points Earned,
Points Redeemed,
Points Value,
"Positions are 1-indexed and counted on the full barcode. Example: 3310100010009 => prefix 331, item code 3310100, weight 1.000, check digit 9.",
Posting Date,پوسٹنگ کی تاریخ
Prefix,اپسرگ
Prefix included in barcode,
Prefix length,
"Prefix length (for example, prefix 331 => length 3). Item/weight start positions still use full barcode positions.",
Price,قیمت
Price Discount Scheme ,
Price List is required,
Price decimals,
Price digits,
Price included in barcode,
Price starting position,
Primary Customer Offer,
Print,پرنٹ کریں
Print Format,پرنٹ کی شکل
Print Labels,
Print Last Invoice,
Process Return,
Process Return {0},
Processing...,پروسیسنگ ...
Product Discount Scheme,پروڈکٹ ڈسکاؤنٹ اسکیم
Profile,
Profiles List,
Program,پروگرام کا
Promo Type,
Promotional,پروموشنل
Promotional Schemes,
Purchase,خریداری
Purchase Order is required.,
Purchase Order {0} does not exist.,
Purchase Order {0} is not submitted.,
Purchase Order {0} processing failed: {1},
Purchase Orders,خریداری کے احکامات
Purchase Orders pending receipt at,
Purchase order requires at least one item with quantity.,
Purchase order requires at least one item.,
Purchase orders,
Python package 'cryptography' is required for QZ Tray signing. Please install it on the server and retry.,
QZ Certificate Missing,
QZ Certificate Ready,
"QZ Tray certificate generated successfully.<br><br>Download the certificate from POS Awesome and import it into QZ Tray on each POS machine, then restart QZ Tray.",
QZ Tray certificate not found. Ask an administrator to run Setup QZ Certificate.,
QZ certificate already exists.,
QZ certificate generated successfully.,
Qty,مقدار
Qualifying Transaction / Item,
Quantity and Amount Conditions,
Quotation name is required,
Rate,شرح
Reason / Notes,
Receive,وصول
Receive & Return,
Receive Qty,
Receive Stock,
Receive stock,
Received at {0},
Receiving at,
Receiving...,
Recent Movements,
Record Deposit,
Record Expense,
Record a cash deposit,
Record a cash withdrawal,
Redeem Points,
Referral Code,حوالہ کوڈ
Referral Code is required,
Referral Code {0} does not exist,
Referral Code {0} is disabled,
Referral Name,
Refresh,تازہ کاری
Refund Amount,
Reject Qty,
Remaining,باقی
Remaining outstanding: {0} across {1} invoice(s).,
Remarks,ریمارکس
"Remarks (optional, e.g. items damaged)",
"Remarks (optional, e.g. missing or damaged items)",
Remarks are required for cash movement in this POS Profile.,
Remove Loyalty,
Repeat,دوبارہ
Repeat Invoice (Ctrl+G),
Replace Cheapest Item,
Replace Same Item,
Reset Password,پاس ورڈ ری سیٹ
Restore Draft Invoice,
Restore draft,
Return,واپس
Return & Print,
Return Against invoice is required for returns,
Return Payment,
Return Qty,
Returns,واپسی
Returns are only allowed until {0},
Review and reconcile your shift,
"Row #{0}: The batch {1} has only {2} qty. Please select another batch which has {3} qty available or split the row into multiple rows, to deliver/issue from multiple batches",صف # {0}: بیچ {1} صرف {2} قی ہے. ایک اور بیچ دستیاب ہے جس {3} قی منتخب کریں یا / مسئلہ ایک سے زیادہ بیچوں سے فراہم کرنے کے لئے، ایک سے زیادہ قطاروں میں صف تقسیم مہربانی
Row ID,
Sales Invoice,فروخت انوائس
Sales Invoice Reference,
Sales Manager,منتظم سامان فروخت
Sales Master Manager,سیلز ماسٹر مینیجر
Sales Order Created,
Sales Order Created at <a href='{0}'>{1}</a>,
Sales Order name is required,
Sales Partner,سیلز پارٹنر
Sales Person,فروخت کار
Sales Summary,سیلز خلاصہ
Sales User,سیلز صارف
Save & Print,
Save Only,
Save as draft,
Save your current order to create a draft,
Scale Barcode Settings,
Scan barcode...,
Search and add items from the left panel,
"Search by name, phone, email...",
Search for items to add barcode labels,
Search for or create a customer,
Search item groups...,
"Search items by name, code, or barcode...",
"Search items, scan barcode...",
Search suppliers...,
Searching...,
Secure login powered by Frappe Framework,
Select Customer,کسٹمر منتخب کریں
Select a draft invoice to restore to cart,
Select a loyalty program to enroll this customer,
Select customer first,
Selected,
Selected POS Opening Shift should be open.,
Selected expense account is not allowed for this POS Profile.,
Selected source account is not allowed for this POS Profile.,
Send Reset Link,
Sending...,
Set Posting Date,پوسٹنگ کی تاریخ طے کریں
Shift,
Shift closed successfully!,
Shipping Account,شپنگ اکاؤنٹ
Shortage return from transit to source,
Show Price,قیمت دکھائیں
Sign In,
Sign Out,
Sign in to your account to continue,
Signing in...,
Small (38×25mm),
Small remaining amounts,
"Sorry, this coupon code cannot be used by this company",
"Sorry, this coupon code cannot be used by this customer",
"Sorry, this coupon code is no longer valid",معذرت ، اب کوپن کا یہ کوڈ درست نہیں ہے
"Sorry, this coupon code not exists",
"Sorry, this coupon code's validity has expired",معذرت ، اس کوپن کوڈ کی توثیق ختم ہوگئی ہے
"Sorry, this coupon code's validity has not started",معذرت ، اس کوپن کوڈ کی صداقت شروع نہیں ہوئی ہے
"Sorry, {0} have used this coupon before",
Source Account,
Source account,
Source account must be a Cash account.,
Source account must belong to the selected company.,
Source account override is disabled for this POS Profile.,
Source and target accounts are required.,
Source and target accounts cannot be the same for cash deposit.,
Split Payment,
Starting position (1-indexed) of the price segment.,
Status,سٹیٹس
Status must be one of {0},سٹیٹس سے ایک ہونا ضروری {0}
Stock Entry {0} does not exist.,
Stock Entry {0} has already been fully received.,
Stock Entry {0} is not a Material Transfer with in-transit.,
