Received at {0},
Receiving at,
Receiving...,
Recent Movements,
Record Deposit,
Record Expense,
Record a cash deposit,
Record a cash withdrawal,
Redeem Points,
Referral Code,código de referencia
Referral Code is required,
Referral Code {0} does not exist,
Referral Code {0} is disabled,
Referral Name,
Refresh,Actualizar
Refund Amount,
Reject Qty,
Remaining,Restante
Remaining outstanding: {0} across {1} invoice(s).,
Remarks,Observaciones
"Remarks (optional, e.g. items damaged)",
"Remarks (optional, e.g. missing or damaged items)",
Remarks are required for cash movement in this POS Profile.,
Remove Loyalty,
Repeat,
Repeat Invoice (Ctrl+G),
Replace Cheapest Item,
Replace Same Item,
Reset Password,
Restore Draft Invoice,
Restore draft,
Return,Retornar
Return & Print,
Return Against invoice is required for returns,
Return Payment,
Return Qty,Cantidad devuelta
Returns,Devoluciones
Returns are only allowed until {0},
Review and reconcile your shift,
"Row #{0}: The batch {1} has only {2} qty. Please select another batch which has {3} qty available or split the row into multiple rows, to deliver/issue from multiple batches","Fila #{0}: El lote {1} tiene sólo {2} de cantidad. Por favor, seleccione otro lote que tenga {3} de cantidad disponible o dividido la fila en varias filas, para entregar / emitir desde varios lotes"
Row ID,
Sales Invoice,Factura de venta
Sales Invoice Reference,
Sales Manager,Gerente de ventas
Sales Master Manager,Gerente principal de ventas
Sales Order Created,
Sales Order Created at <a href='{0}'>{1}</a>,
Sales Order name is required,
Sales Partner,Socio de ventas
Sales Person,Persona de ventas
Sales Summary,Resumen de ventas
Sales User,Usuario de ventas
Save & Print,
Save Only,
Save as draft,
Save your current order to create a draft,
Scale Barcode Settings,
Scan barcode...,
Search and add items from the left panel,
"Search by name, phone, email...",
Search for items to add barcode labels,
Search for or create a customer,
Search item groups...,
"Search items by name, code, or barcode...",
"Search items, scan barcode...",
Search suppliers...,
Searching...,
Secure login powered by Frappe Framework,
Select Customer,Seleccione Cliente
Select a draft invoice to restore to cart,
Select a loyalty program to enroll this customer,
Select customer first,
Selected,
Selected POS Opening Shift should be open.,
Selected expense account is not allowed for this POS Profile.,
Selected source account is not allowed for this POS Profile.,
Send Reset Link,
Sending...,Enviando...
Set Posting Date,Establecer fecha de publicación
Shift,Cambio
Shift closed successfully!,
Shipping Account,Cuenta de Envíos
Shortage return from transit to source,
Show Price,Mostrar Precio
Sign In,
Sign Out,
Sign in to your account to continue,
Signing in...,
Small (38×25mm),
Small remaining amounts,
"Sorry, this coupon code cannot be used by this company",
"Sorry, this coupon code cannot be used by this customer",
"Sorry, this coupon code is no longer valid","Lo sentimos, este código de cupón ya no es válido"
"Sorry, this coupon code not exists",
"Sorry, this coupon code's validity has expired","Lo sentimos, la validez de este código de cupón ha expirado"
"Sorry, this coupon code's validity has not started","Lo sentimos, la validez de este código de cupón no ha comenzado"
"Sorry, {0} have used this coupon before",
Source Account,
Source account,
Source account must be a Cash account.,
Source account must belong to the selected company.,
Source account override is disabled for this POS Profile.,
Source and target accounts are required.,
Source and target accounts cannot be the same for cash deposit.,
Split Payment,
Starting position (1-indexed) of the price segment.,
Status,Estado
Status must be one of {0},El estado debe ser uno de {0}
Stock Entry {0} does not exist.,
Stock Entry {0} has already been fully received.,
Stock Entry {0} is not a Material Transfer with in-transit.,
Stock Entry {0} is not a valid in-transit transfer.,
Stock Entry {0} is not submitted.,
Stock Receiving,
Stock UOM is required.,
Subtotal,Subtotal
Successfully enrolled {0} in {1},
Successfully unenrolled {0} from {1},
Summary,Resumen
Supplier Name,Nombre de proveedor
Supplier is required.,
Supplier name is required.,
Supplier {0} was not found.,
Suppliers,Proveedores
Sync,
System Manager,Administrador del sistema
Target Account,
Target account,
Target account is required,
Target account must belong to the selected company.,
Target warehouse is required.,
Tax Breakdown,
Tax ID,ID de impuesto
Taxes,Impuestos
Taxes & Charges,
Taxes Breakdown,
Tendered,
Theme: Dark (click to switch to System),
Theme: Light (click to switch to Dark),
Theme: System ({0}) (click to switch to Light),
This Referral Code {0} not exists,
This invoice {0} cannot be deleted,
Title,Nombre
Total,Total
Total Invoices,
Total Paid,
Total Quantity,Cantidad total
Total Taxes,
Total item code digits to extract. Example: item code 3310100 => digits 7.,
Transaction,Transacción
Try a different search or category,
Try adjusting your filters,
Try again,
Type,Tipo
Unable to cancel Journal Entry {0} linked to this invoice. Please cancel it manually and try again.,
Unable to create Journal Entry for customer credit.,
Unable to determine cash account for change payment entry.,
Unable to determine customer receivable account for change payment entry.,
Unable to find exchange rate for {0} to {1}. Please create a Currency Exchange record manually,
Unable to load Credit Note {0}: {1},
Unable to load Payment Entry {0}: {1},
Unable to resolve POS Opening Shift.,
Unable to resolve POS cash account from POS Profile cash mode of payment.,
Unenroll from Program,
Unknown error,
Used,Usado
User,Usuario
User must match the selected POS Opening Shift user.,
User {} has been disabled. Please select valid user/cashier,
Valid From,Válida desde
Valid Upto,Válida hasta
Validity and Usage,Validez y uso
Walk-in Customer,
Warehouse,Almacén
Website Manager,Administrar Página Web
Weight,Peso
Weight decimals,
Weight digits,
Weight starting position,
Weight value is parsed as: [weight digits].[weight decimals].,
Welcome back,
"When enabled, price is extracted using the price start/digits/decimals fields below.",
Worth {0},
Write Off,Desajuste
Write off amount exceeds the allowed limit ({0}). Please add payment for the remaining amount.,
X POS,
X POS App,
X POS Payments is not enabled for this POS Profile,
X POS Purchase Order Flow Failed,
You are not allowed to access this shift.,
You are not allowed to manage this cash movement record.,
You are trying to return more quantity for item {0} than was sold.,
days,
"e.g. \""Summer Holiday 2019 Offer 20\""",
incl.,
item,
item(s),
items,
items must be a list,
label(s),
modified_after must be a valid ISO datetime,
more,
pts,
received,
transferred,
unaccounted,
unique e.g. SAVE20  To be used to get discount,"Único, por ejemplo, SAVE20 Para ser utilizado para obtener descuento"
will be rejected,
will be returned to,
{0} Coupon used are {1}. Allowed quantity is exhausted,Los cupones {0} utilizados son {1}. La cantidad permitida se agota
{0} is disabled for this POS Profile.,
{0} is invalid.,
{0} must belong to company {1}.,
{0} payment(s) were skipped.,
{0} {1} must be submitted before creating change payment entries.,
{} Active,
Default Currency,Divisa / modena predeterminada
"e.g. ""Summer Holiday 2019 Offer 20""","por ejemplo, &quot;Vacaciones de verano 2019 Oferta 20&quot;"
Failed,Falló
First Name,Primer Nombre
Full Name,Nombre completo
Invoice Number,Número de factura
Keyboard Shortcuts,
Last Name,Apellido
Middle Name,Segundo Nombre
Mpesa Settings,Configuración de Mpesa
Posting Time,Hora de Contabilización
Reload,
Session Defaults,
Success,Éxito
Till Number,Hasta el número
Transaction Type,tipo de transacción
View Website,
Account,Cuenta,
Account Head,Encabezado de cuenta,
Accounts Manager,Gerente de Cuentas,
Accounts User,Cuentas de Usuario,
Add to Cart,Añadir a la Cesta,
Add/Edit Coupon Conditions,Agregar / editar condiciones de cupón,
Additional Discount,Descuento adicional,
Administrator,Administrador,
All,Todos,
Amended From,Modificado Desde,
Amount,Importe,
Applied,Aplicado,
Apply On,Aplicar en,
Apply Rule On Brand,Aplicar regla a la marca,
Apply Rule On Item Code,Aplicar regla en código de artículo,
Apply Rule On Item Group,Aplicar regla en grupo de artículos,
Barcode,Código de barras,
Barcode Type,Tipo de Código de Barras,
Brand,Marca,
Campaign,Campaña,
Cancel,Cancelar,
Cancelled,Cancelado,
Cart,Carrito,
Cashier,Cajero,
Change,Cambio,
Close,Cerrar,
Closed,Cerrado,
Closing,Cierre,
Closing Amount,Monto de cierre,
Company,Compañía,
Cost Center,Centro de costos,
Coupon Code,Código promocional,
Coupon Code Based,Código de cupón basado,
Coupon Description,Descripción del cupón,
Coupon Name,Nombre del cupón,
Coupon Type,Tipo de cupón,
Credit Note,Nota de crédito,
Currency,Divisa / Moneda,
Customer,Cliente,
Customer Group,Categoría de Cliente,
Customer Name,Nombre del cliente,
Customer is required,Se requiere Cliente,
Date,Fecha,
Deposit,Depósito,
Description,Descripción,
Details,Detalles,
Difference,Diferencia,
Disabled,Deshabilitado,
Discount,Descuento,
Discount Amount,Descuento,
Discount Percentage,Porcentaje de descuento,
Discount Type,Tipo de descuento,
Draft,Sequía,
Email,Correo electrónico,
Email Address,Dirección de correo electrónico,
Enrolled,Inscrito,
Enrolling...,Inscribiéndose ...,
Expected,Esperado,
Expected Amount,Monto Esperado,
Expense,Gastos,
Expense Account,Cuenta de costos,
Full Name,Nombre completo,
Gift Card,Tarjeta de regalo,
Grand Total,Total,
In Transit,En Transito,
Invalid Opening Entry,Entrada de apertura no válida,
Invoice,FACTURA,
Item,Producto,
Item Code,Código del Producto,
Item Group,Grupo de Productos,
Item Price,Precio de Productos,
Items,Productos,
Journal Entry,Asiento contable,
Label,Etiqueta,
Linked Invoices,Facturas Vinculadas,
Loyalty Points,Puntos de lealtad,
Loyalty Program,Programa de fidelidad,
Max Amount,Cantidad Máxima,
Maximum Use,Uso maximo,
Method,Método,
Min Amount,Cantidad mínima,
Mobile,Móvil,
Mode Of Payment,Método de pago,
Mode of Payment,Modo de pago,
Mode of Payments,Modo de pago,
Modes of Payment,Modos de Pago,
Net Total,Total neto,
Open,Abrir/Abierto,
Opening,Apertura,
Opening Amount,Importe de apertura,
Opening Balance Details,Detalles del saldo inicial,
Orders,Órdenes,
Out of Stock,Agotado,
POS,Punto de venta POS,
POS Invoice,Factura POS,
POS Profile,Perfil de POS,
POS Transactions,Transacciones POS,
Payment,Pago,
Payment Entry,Entrada de pago,
Payment Reconciliation,Conciliación de pagos,
Payment Request for {0},Solicitud de pago para {0},
Payment amount cannot be less than or equal to 0,El monto del pago no puede ser menor o igual a 0,
Payments,Pagos.,
Pending,Pendiente,
Period End Date,Fecha de Finalización del Período,
Period Start Date,Fecha de Inicio del Período,
Please enter the phone number first,Primero ingrese el número de teléfono,
Please select the customer.,Por favor seleccione el cliente.,
Posting Date,Fecha de Contabilización,
Price,Precio,
Print,Impresión,
Print Format,Formatos de Impresión,
Product Discount Scheme,Esquema de descuento de producto,
Program,Programa,
Promotional,Promocional,
Purchase Orders,Ordenes de compra,
Qty,Cant.,
Rate,Precio,
Receive,Recibir/Recibido,
Referral Code,código de referencia,
Refresh,Actualizar,
Remaining,Restante,
Remarks,Observaciones,
Return,Retornar,
Return Qty,Cantidad devuelta,
Returns,Devoluciones,
"Row #{0}: The batch {1} has only {2} qty. Please select another batch which has {3} qty available or split the row into multiple rows, to deliver/issue from multiple batches","Fila #{0}: El lote {1} tiene sólo {2} de cantidad. Por favor, seleccione otro lote que tenga {3} de cantidad disponible o dividido la fila en varias filas, para entregar / emitir desde varios lotes",
Sales Invoice,Factura de venta,
Sales Manager,Gerente de ventas,
Sales Master Manager,Gerente principal de ventas,
Sales Partner,Socio de ventas,
Sales Person,Persona de ventas,
Sales Summary,Resumen de ventas,
Sales User,Usuario de ventas,
Select Customer,Seleccione Cliente,
Sending...,Enviando...,
Set Posting Date,Establecer fecha de publicación,
Shipping Account,Cuenta de Envíos,
Show Price,Mostrar Precio,
"Sorry, this coupon code is no longer valid","Lo sentimos, este código de cupón ya no es válido",
"Sorry, this coupon code's validity has expired","Lo sentimos, la validez de este código de cupón ha expirado",
"Sorry, this coupon code's validity has not started","Lo sentimos, la validez de este código de cupón no ha comenzado",
Status,Estado,
Status must be one of {0},El estado debe ser uno de {0},
Summary,Resumen,
Supplier Name,Nombre de proveedor,
Suppliers,Proveedores,
System Manager,Administrador del sistema,
Tax ID,ID de impuesto,
Taxes,Impuestos,
Title,Nombre,
Total Quantity,Cantidad total,
Transaction,Transacción,
Type,Tipo,
Used,Usado,
User,Usuario,
Valid From,Válida desde,
Valid Upto,Válida hasta,
Validity and Usage,Validez y uso,
Warehouse,Almacén,
Website Manager,Administrar Página Web,
Weight,Peso,
Write Off,Desajuste,
"e.g. ""Summer Holiday 2019 Offer 20""","por ejemplo, &quot;Vacaciones de verano 2019 Oferta 20&quot;",
unique e.g. SAVE20  To be used to get discount,"Único, por ejemplo, SAVE20 Para ser utilizado para obtener descuento",
{0} Coupon used are {1}. Allowed quantity is exhausted,Los cupones {0} utilizados son {1}. La cantidad permitida se agota,
"1-indexed start position of item code in the full barcode. Example: for item code 3310100 in 3310100010009, start is 1.","Posición inicial (indexada en 1) del código de artículo en el código de barras completo. Ejemplo: para el código de artículo 3310100 en 3310100010009, el inicio es 1.",
"1-indexed start position of weight segment. Example: in 3310100010009, weight starts at position 8.","Posición inicial (indexada en 1) del segmento de peso. Ejemplo: en 3310100010009, el peso comienza en la posición 8.",
"<span class=""h4"">X POS</span>","<span class=""h4"">X TPV</span>",
About X POS,Acerca de X TPV,
Access restricted,Acceso restringido,
Actual Qty,Stock real,
Add Filter,Añadir filtro,
Add First Row,Añadir primera fila,
Add Row,Añadir fila,
Add Selected Item to Cart,Añadir artículo seleccionado al carrito,
Add a new item to inventory,Añadir un nuevo artículo al stock,
Add a new supplier,Añadir un nuevo proveedor,
Add items to pay,Añada artículos para pagar,
Additional Notes,Notas adicionales,
Addl. Discount,Desc. Adicional,
Address,Dirección,
Address line 1,Línea de dirección 1,
All Groups,Todos los grupos,
All caught up,Todo sincronizado,
All items must have positive quantities,Todos los artículos deben tener cantidades positivas,
Allocated {0} across {1} payment(s).,Asignados {0} en {1} pago(s).,
Allocation amount for payment {0} exceeds outstanding invoices,El importe asignado para el pago {0} supera las facturas pendientes,
Allow Cancel Submitted Cash Movement,Permitir cancelar movimiento de caja contabilizado,
Allow Create Purchase Items,Permitir crear artículos de compra,
Allow Create Purchase Suppliers,Permitir crear proveedores de compra,
Allow Delete Cancelled Cash Movement,Permitir eliminar movimiento de caja cancelado,
Allow Duplicate Customer Names,Permitir nombres de clientes duplicados,
Allow Free Batch Return,Permitir devolución libre de lote,
Allow Multi Currency,Permitir multidivisa,
Allow POS expense,Permitir gastos desde TPV,
Allow Purchase Order,Permitir pedido de compra,
Allow Purchase Receipt,Permitir albarán de compra,
Allow Return Without Invoice,Permitir devolución sin factura,
Allow Sales Order,Permitir pedido de venta,
Allow Source Account Override,Permitir anulación de cuenta de origen,
Allow cash deposit,Permitir depósito de efectivo,
Allow change posting date,Permitir cambiar fecha contable,
Allow credit sale,Permitir venta a crédito,
Allow delete draft invoices,Permitir eliminar facturas borrador,
Allow delete offline invoice,Permitir eliminar factura offline,
Allow make new payments,Permitir realizar nuevos pagos,
Allow reconcile payments,Permitir conciliar pagos,
Allow return,Permitir devolución,
Allow submissions in background job,Permitir contabilización en segundo plano,
Allow write off change,Permitir desajuste por redondeo,
Allow zero rated items,Permitir artículos exentos de IVA,
Allowed Expense Accounts,Cuentas de gastos autorizadas,
Allowed Sales Persons,Comerciales autorizados,
Allowed Source Accounts,Cuentas de origen autorizadas,
Amount Due,Importe debido,
Amount exceeds POS Profile cash movement max amount.,El importe excede el límite máximo de movimientos de caja fijado en el perfil de TPV.,
Amount must be greater than zero,El importe debe ser mayor que cero,
Amount must be greater than zero.,El importe debe ser mayor que cero.,
Analytics Reports,Informes analíticos,
Application settings,Ajustes de la aplicación,
Apply,Aplicar,
Apply Customer Discount,Aplicar descuento de cliente,
